,cluster
172849,0
172850,0
172851,1
172852,1
172853,0
172854,0
172855,1
172856,1
172857,1
172858,1
172859,0
172860,1
172861,0
172862,0
172863,0
172864,1
172865,0
172866,1
172867,0
172868,1
172869,0
172870,0
172871,0
172872,1
172873,1
172874,0
172875,1
172876,0
172877,1
172878,0
172879,1
172880,0
172881,0
172882,0
172883,1
172884,1
172885,1
172886,0
172887,0
172888,1
172889,1
172890,1
172891,0
172892,0
172893,0
172894,0
172895,1
172896,1
172897,1
172898,0
172899,1
172900,1
172901,0
172902,0
172903,1
172904,0
172905,1
172906,1
172907,0
172908,0
172909,1
172910,1
172911,0
172912,1
172913,0
172914,1
172915,1
172916,1
172917,0
172918,0
172919,0
172920,1
172921,1
172922,0
172923,1
172924,1
172925,1
172926,0
172927,1
172928,0
172929,0
172930,1
172931,0
172932,0
172933,0
172934,1
172935,0
172936,0
172937,0
172938,0
172939,1
172940,0
172941,1
172942,0
172943,1
172944,1
172945,0
172946,1
172947,0
172948,1
172949,0
172950,1
172951,1
172952,1
172953,0
172954,1
172955,0
172956,1
172957,1
172958,1
172959,1
172960,0
172961,1
172962,1
172963,1
172964,1
172965,0
172966,0
172967,1
172968,1
172969,0
172970,0
172971,0
172972,1
172973,1
172974,1
172975,0
172976,0
172977,1
172978,1
172979,0
172980,0
172981,1
172982,0
172983,1
172984,1
172985,1
172986,0
172987,1
172988,1
172989,0
172990,1
172991,0
172992,1
172993,1
172994,1
172995,0
172996,0
172997,1
172998,0
172999,1
173000,1
173001,1
173002,0
173003,1
173004,0
173005,1
173006,1
173007,1
173008,1
173009,0
173010,0
173011,1
173012,0
173013,0
173014,0
173015,0
173016,1
173017,0
173018,0
173019,0
173020,0
173021,0
173022,1
173023,0
173024,0
173025,0
173026,0
173027,1
173028,1
173029,0
173030,1
173031,1
173032,0
173033,0
173034,0
173035,0
173036,1
173037,1
173038,0
173039,1
173040,1
173041,0
173042,0
173043,0
173044,0
173045,1
173046,0
173047,1
173048,0
173049,1
173050,1
173051,1
173052,1
173053,0
173054,1
173055,0
173056,0
173057,1
173058,0
173059,1
173060,0
173061,1
173062,1
173063,0
173064,1
173065,0
173066,1
173067,0
173068,1
173069,0
173070,1
173071,0
173072,1
173073,1
173074,1
173075,1
173076,1
173077,0
173078,1
173079,1
173080,0
173081,0
173082,1
173083,1
173084,1
173085,1
173086,1
173087,0
173088,0
173089,0
173090,1
173091,0
173092,1
173093,1
173094,0
173095,1
173096,0
173097,0
173098,1
173099,0
173100,1
173101,1
173102,0
173103,0
173104,0
173105,1
173106,0
173107,1
173108,0
173109,0
173110,1
173111,1
173112,1
173113,1
173114,1
173115,1
173116,0
173117,1
173118,1
173119,1
173120,0
173121,1
173122,1
173123,1
173124,1
173125,1
173126,1
173127,0
173128,0
173129,0
173130,1
173131,0
173132,1
173133,1
173134,1
173135,0
173136,0
173137,0
173138,0
173139,1
173140,1
173141,0
173142,1
173143,0
173144,0
173145,1
173146,1
173147,1
173148,0
173149,1
173150,0
173151,0
173152,0
173153,1
173154,0
173155,0
173156,0
173157,1
173158,1
173159,0
173160,1
173161,0
173162,1
173163,0
173164,0
173165,1
173166,1
173167,0
173168,1
173169,1
173170,0
173171,0
173172,1
173173,0
173174,1
173175,1
173176,1
173177,0
173178,1
173179,0
173180,1
173181,1
173182,0
173183,1
173184,1
173185,1
173186,1
173187,1
173188,1
173189,1
173190,1
173191,1
173192,1
173193,0
173194,1
173195,1
173196,0
173197,1
173198,0
173199,1
173200,0
173201,1
173202,0
173203,1
173204,0
173205,1
173206,1
173207,0
173208,0
173209,0
173210,1
173211,1
173212,1
173213,0
173214,0
173215,1
173216,1
173217,0
173218,1
173219,1
173220,0
173221,1
173222,0
173223,0
173224,0
173225,1
173226,0
173227,0
173228,1
173229,0
173230,1
173231,1
173232,0
173233,1
173234,1
173235,1
173236,0
173237,1
173238,0
173239,1
173240,0
173241,0
173242,0
173243,0
173244,1
173245,1
173246,1
173247,0
173248,1
173249,0
173250,0
173251,1
173252,0
173253,0
173254,1
173255,0
173256,1
173257,0
173258,0
173259,0
173260,1
173261,0
173262,1
173263,0
173264,1
173265,1
173266,1
173267,1
173268,0
173269,1
173270,1
173271,1
173272,0
173273,0
173274,1
173275,0
173276,0
173277,0
173278,1
173279,1
173280,0
173281,0
173282,1
173283,1
173284,0
173285,1
173286,0
173287,0
173288,0
173289,1
173290,0
173291,1
173292,0
173293,0
173294,1
173295,0
173296,0
173297,0
173298,1
173299,0
173300,0
173301,0
173302,1
173303,0
173304,0
173305,0
173306,1
173307,1
173308,0
173309,1
173310,0
173311,1
173312,0
173313,0
173314,1
173315,1
173316,0
173317,0
173318,0
173319,1
173320,0
173321,0
173322,0
173323,1
173324,0
173325,0
173326,1
173327,0
173328,0
173329,0
173330,0
173331,1
173332,0
173333,1
173334,0
173335,0
173336,0
173337,1
173338,0
173339,1
173340,1
173341,1
173342,0
173343,0
173344,1
173345,0
173346,0
173347,0
173348,1
173349,0
173350,1
173351,1
173352,1
173353,1
173354,0
173355,0
173356,0
173357,0
173358,0
173359,1
173360,0
173361,1
173362,0
173363,1
173364,1
173365,0
173366,1
173367,0
173368,1
173369,1
173370,1
173371,1
173372,0
173373,1
173374,0
173375,1
173376,1
173377,0
173378,1
173379,1
173380,0
173381,1
173382,0
173383,0
173384,1
173385,1
173386,0
173387,1
173388,1
173389,0
173390,0
173391,0
173392,1
173393,1
173394,0
173395,1
173396,1
173397,0
173398,1
173399,1
173400,0
173401,0
173402,0
173403,0
173404,1
173405,0
173406,1
173407,1
173408,1
173409,0
173410,1
173411,0
173412,1
173413,0
173414,0
173415,1
173416,1
173417,0
173418,0
173419,0
173420,1
173421,1
173422,1
173423,1
173424,1
173425,0
173426,0
173427,1
173428,1
173429,0
173430,1
173431,1
173432,0
173433,1
173434,1
173435,1
173436,1
173437,1
173438,1
173439,1
173440,1
173441,0
173442,1
173443,0
173444,1
173445,0
173446,1
173447,1
173448,0
173449,0
173450,0
173451,0
173452,1
173453,1
173454,0
173455,1
173456,0
173457,1
173458,1
173459,1
173460,0
173461,1
173462,1
173463,0
173464,0
173465,0
173466,0
173467,1
173468,0
173469,0
173470,1
173471,1
173472,0
173473,0
173474,1
173475,0
173476,1
173477,0
173478,0
173479,0
173480,1
173481,0
173482,1
173483,0
173484,0
173485,0
173486,0
173487,0
173488,0
173489,0
173490,0
173491,1
173492,0
173493,1
173494,0
173495,0
173496,0
173497,1
173498,0
173499,1
173500,0
173501,0
173502,1
173503,1
173504,0
173505,1
173506,1
173507,1
173508,0
173509,1
173510,0
173511,1
173512,1
173513,1
173514,1
173515,1
173516,0
173517,0
173518,0
173519,0
173520,1
173521,0
173522,1
173523,0
173524,0
173525,1
173526,1
173527,1
173528,0
173529,0
173530,0
173531,0
173532,0
173533,1
173534,0
173535,0
173536,0
173537,0
173538,0
173539,1
173540,0
173541,1
173542,0
173543,1
173544,1
173545,1
173546,1
173547,0
173548,0
173549,0
173550,0
173551,0
173552,0
173553,1
173554,0
173555,0
173556,1
173557,1
173558,0
173559,0
173560,1
173561,1
173562,0
173563,1
173564,0
173565,0
173566,0
173567,0
173568,0
173569,0
173570,0
173571,1
173572,0
173573,1
173574,0
173575,0
173576,0
173577,1
173578,0
173579,1
173580,0
173581,0
173582,1
173583,1
173584,1
173585,1
173586,1
173587,1
173588,0
173589,0
173590,1
173591,0
173592,0
173593,1
173594,0
173595,0
173596,0
173597,0
173598,1
173599,0
173600,0
173601,1
173602,1
173603,1
173604,1
173605,1
173606,1
173607,0
173608,0
173609,1
173610,0
173611,0
173612,0
173613,0
173614,1
173615,0
173616,0
173617,1
173618,1
173619,0
173620,1
173621,0
173622,1
173623,1
173624,1
173625,1
173626,0
173627,0
173628,0
173629,0
173630,0
173631,1
173632,1
173633,0
173634,1
173635,1
173636,0
173637,0
173638,0
173639,1
173640,1
173641,1
173642,1
173643,1
173644,1
173645,0
173646,0
173647,0
173648,1
173649,1
173650,0
173651,1
173652,1
173653,1
173654,1
173655,1
173656,1
173657,0
173658,0
173659,0
173660,1
173661,1
173662,1
173663,1
173664,1
173665,0
173666,1
173667,1
173668,0
173669,0
173670,0
173671,0
173672,1
173673,1
173674,0
173675,1
173676,1
173677,1
173678,1
173679,1
173680,0
173681,0
173682,1
173683,0
173684,1
173685,0
173686,0
173687,0
173688,0
173689,1
173690,1
173691,0
173692,1
173693,0
173694,1
173695,0
173696,0
173697,1
173698,0
173699,1
173700,0
173701,0
173702,1
173703,0
173704,1
173705,1
173706,1
173707,0
173708,1
173709,1
173710,0
173711,1
173712,0
173713,1
173714,1
173715,1
173716,1
173717,1
173718,1
173719,0
173720,0
173721,1
173722,0
173723,0
173724,0
173725,1
173726,0
173727,1
173728,0
173729,1
173730,1
173731,0
173732,1
173733,0
173734,0
173735,0
173736,1
173737,1
173738,0
173739,1
173740,1
173741,0
173742,0
173743,0
173744,0
173745,1
173746,1
173747,1
173748,1
173749,0
173750,0
173751,0
173752,0
173753,1
173754,1
173755,0
173756,1
173757,1
173758,1
173759,0
173760,1
173761,1
173762,1
173763,1
173764,0
173765,0
173766,0
173767,0
173768,1
173769,0
173770,0
173771,1
173772,0
173773,0
173774,0
173775,0
173776,0
173777,1
173778,1
173779,1
173780,1
173781,0
173782,0
173783,0
173784,0
173785,0
173786,0
173787,0
173788,1
173789,0
173790,1
173791,0
173792,1
173793,0
173794,0
173795,1
173796,1
173797,1
173798,1
173799,1
173800,0
173801,0
173802,1
173803,0
173804,1
173805,1
173806,0
173807,1
173808,1
173809,0
173810,1
173811,1
173812,0
173813,1
173814,0
173815,1
173816,0
173817,1
173818,0
173819,1
173820,1
173821,0
173822,1
173823,0
173824,1
173825,1
173826,0
173827,0
173828,1
173829,1
173830,0
173831,1
173832,1
173833,1
173834,0
173835,0
173836,1
173837,0
173838,1
173839,0
173840,1
173841,1
173842,1
173843,0
173844,1
173845,0
173846,0
173847,1
173848,1
173849,0
173850,0
173851,1
173852,0
173853,1
173854,1
173855,0
173856,0
173857,0
173858,0
173859,0
173860,0
173861,1
173862,1
173863,1
173864,0
173865,1
173866,0
173867,0
173868,0
173869,1
173870,0
173871,1
173872,0
173873,1
173874,1
173875,1
173876,1
173877,0
173878,0
173879,0
173880,1
173881,1
173882,0
173883,0
173884,1
173885,0
173886,0
173887,0
173888,0
173889,0
173890,1
173891,0
173892,1
173893,1
173894,1
173895,1
173896,0
173897,0
173898,1
173899,1
173900,0
173901,0
173902,1
173903,0
173904,1
173905,0
173906,0
173907,1
173908,0
173909,1
173910,0
173911,1
173912,1
173913,1
173914,0
173915,1
173916,1
173917,0
173918,1
173919,1
173920,1
173921,1
173922,0
173923,1
173924,0
173925,0
173926,0
173927,1
173928,1
173929,1
173930,1
173931,1
173932,1
173933,0
173934,0
173935,0
173936,1
173937,0
173938,0
173939,0
173940,0
173941,1
173942,0
173943,1
173944,0
173945,0
173946,1
173947,0
173948,1
173949,0
173950,0
173951,0
173952,1
173953,0
173954,1
173955,1
173956,1
173957,0
173958,1
173959,0
173960,1
173961,1
173962,1
173963,1
173964,0
173965,0
173966,0
173967,0
173968,0
173969,1
173970,0
173971,1
173972,0
173973,1
173974,1
173975,1
173976,1
173977,1
173978,1
173979,0
173980,1
173981,0
173982,1
173983,0
173984,1
173985,0
173986,1
173987,0
173988,1
173989,1
173990,0
173991,1
173992,0
173993,0
173994,1
173995,0
173996,1
173997,0
173998,0
173999,1
174000,0
174001,1
174002,0
174003,1
174004,0
174005,1
174006,0
174007,1
174008,0
174009,1
174010,0
174011,1
174012,0
174013,1
174014,0
174015,1
174016,1
174017,0
174018,1
174019,0
174020,1
174021,1
174022,0
174023,0
174024,1
174025,0
174026,1
174027,0
174028,0
174029,1
174030,1
174031,1
174032,0
174033,0
174034,1
174035,0
174036,0
174037,1
174038,0
174039,1
174040,1
174041,0
174042,1
174043,0
174044,0
174045,0
174046,1
174047,0
174048,1
174049,0
174050,1
174051,0
174052,0
174053,0
174054,1
174055,1
174056,1
174057,1
174058,0
174059,1
174060,1
174061,0
174062,0
174063,1
174064,1
174065,0
174066,0
174067,1
174068,0
174069,0
174070,0
174071,1
174072,0
174073,0
174074,0
174075,1
174076,1
174077,1
174078,1
174079,0
174080,0
174081,1
174082,1
174083,1
174084,1
174085,0
174086,1
174087,0
174088,0
174089,0
174090,1
174091,0
174092,1
174093,0
174094,1
174095,0
174096,0
174097,1
174098,0
174099,1
174100,0
174101,1
174102,1
174103,1
174104,1
174105,1
174106,1
174107,0
174108,0
174109,0
174110,0
174111,0
174112,0
174113,1
174114,1
174115,0
174116,0
174117,0
174118,0
174119,1
174120,0
174121,0
174122,1
174123,1
174124,1
174125,1
174126,0
174127,0
174128,1
174129,0
174130,0
174131,0
174132,1
174133,0
174134,0
174135,1
174136,0
174137,1
174138,0
174139,0
174140,0
174141,1
174142,0
174143,1
174144,1
174145,0
174146,1
174147,0
174148,1
174149,0
174150,1
174151,0
174152,1
174153,0
174154,1
174155,0
174156,0
174157,1
174158,0
174159,1
174160,0
174161,0
174162,1
174163,0
174164,0
174165,1
174166,0
174167,0
174168,1
174169,1
174170,0
174171,1
174172,1
174173,0
174174,1
174175,1
174176,0
174177,0
174178,1
174179,1
174180,0
174181,0
174182,0
174183,0
174184,1
174185,0
174186,1
174187,0
174188,0
174189,1
174190,0
174191,0
174192,1
174193,1
174194,1
174195,1
174196,0
174197,1
174198,1
174199,1
174200,1
174201,1
174202,1
174203,1
174204,1
174205,1
174206,1
174207,0
174208,0
174209,0
174210,0
174211,1
174212,1
174213,0
174214,0
174215,1
174216,0
174217,1
174218,0
174219,0
174220,1
174221,0
174222,0
174223,0
174224,1
174225,0
174226,0
174227,1
174228,0
174229,0
174230,1
174231,1
174232,0
174233,1
174234,1
174235,0
174236,1
174237,0
174238,1
174239,1
174240,1
174241,1
174242,1
174243,0
174244,1
174245,1
174246,0
174247,1
174248,0
174249,0
174250,0
174251,1
174252,0
174253,1
174254,1
174255,1
174256,0
174257,1
174258,1
174259,0
174260,0
174261,0
174262,0
174263,1
174264,1
174265,1
174266,1
174267,0
174268,1
174269,0
174270,1
174271,0
174272,1
174273,0
174274,0
174275,0
174276,1
174277,1
174278,1
174279,1
174280,1
174281,1
174282,0
174283,1
174284,1
174285,1
174286,1
174287,1
174288,0
174289,1
174290,0
174291,1
174292,1
174293,0
174294,0
174295,1
174296,1
174297,1
174298,0
174299,0
174300,0
174301,0
174302,1
174303,1
174304,0
174305,1
174306,1
174307,1
174308,0
174309,1
174310,0
174311,1
174312,0
174313,0
174314,1
174315,0
174316,1
174317,0
174318,1
174319,1
174320,1
174321,1
174322,0
174323,0
174324,1
174325,0
174326,1
174327,1
174328,0
174329,1
174330,1
174331,0
174332,0
174333,0
174334,0
174335,1
174336,0
174337,0
174338,0
174339,0
174340,0
174341,0
174342,0
174343,0
174344,0
174345,1
174346,0
174347,1
174348,1
174349,0
174350,0
174351,1
174352,1
174353,1
174354,0
174355,1
174356,1
174357,1
174358,0
174359,0
174360,0
174361,0
174362,0
174363,1
174364,1
174365,1
174366,1
174367,0
174368,1
174369,0
174370,1
174371,0
174372,0
174373,1
174374,0
174375,1
174376,0
174377,0
174378,1
174379,0
174380,1
174381,1
174382,1
174383,1
174384,0
174385,1
174386,1
174387,1
174388,0
174389,0
174390,1
174391,0
174392,1
174393,0
174394,1
174395,0
174396,1
174397,1
174398,1
174399,0
174400,1
174401,0
174402,1
174403,0
174404,0
174405,1
174406,0
174407,1
174408,1
174409,1
174410,1
174411,0
174412,1
174413,1
174414,0
174415,0
174416,1
174417,0
174418,1
174419,1
174420,1
174421,0
174422,1
174423,1
174424,1
174425,0
174426,1
174427,0
174428,0
174429,0
174430,1
174431,1
174432,0
174433,0
174434,0
174435,1
174436,1
174437,1
174438,1
174439,1
174440,1
174441,0
174442,0
174443,1
174444,1
174445,0
174446,0
174447,1
174448,1
174449,1
174450,0
174451,0
174452,0
174453,1
174454,1
174455,0
174456,1
174457,1
174458,0
174459,1
174460,1
174461,1
174462,1
174463,1
174464,0
174465,0
174466,1
174467,0
174468,0
174469,1
174470,1
174471,0
174472,0
174473,1
174474,1
174475,1
174476,1
174477,1
174478,1
174479,0
174480,1
174481,0
174482,0
174483,0
174484,1
174485,1
174486,0
174487,1
174488,1
174489,0
174490,1
174491,1
174492,1
174493,1
174494,0
174495,0
174496,1
174497,0
174498,1
174499,1
174500,0
174501,0
174502,0
174503,0
174504,1
174505,0
174506,0
174507,1
174508,0
174509,0
174510,0
174511,1
174512,1
174513,0
174514,1
174515,1
174516,0
174517,1
174518,1
174519,1
174520,0
174521,0
174522,0
174523,1
174524,0
174525,1
174526,0
174527,0
174528,0
174529,1
174530,1
174531,1
174532,1
174533,1
174534,1
174535,1
174536,0
174537,1
174538,0
174539,0
174540,0
174541,1
174542,1
174543,1
174544,1
174545,1
174546,1
174547,1
174548,1
174549,0
174550,1
174551,1
174552,0
174553,1
174554,0
174555,0
174556,1
174557,1
174558,1
174559,1
174560,1
174561,0
174562,1
174563,0
174564,1
174565,0
174566,0
174567,0
174568,1
174569,1
174570,0
174571,1
174572,0
174573,0
174574,0
174575,1
174576,1
174577,0
174578,1
174579,0
174580,0
174581,1
174582,0
174583,0
174584,1
174585,0
174586,1
174587,0
174588,0
174589,0
174590,0
174591,1
174592,0
174593,1
174594,1
174595,1
174596,0
174597,1
174598,0
174599,0
174600,1
174601,0
174602,0
174603,1
174604,1
174605,0
174606,0
174607,0
174608,0
174609,0
174610,0
174611,0
174612,0
174613,1
174614,1
174615,0
174616,0
174617,0
174618,0
174619,1
174620,0
174621,1
174622,0
174623,1
174624,1
174625,0
174626,0
174627,0
174628,1
174629,1
174630,0
174631,0
174632,1
174633,1
174634,0
174635,0
174636,0
174637,1
174638,0
174639,1
174640,1
174641,0
174642,0
174643,0
174644,0
174645,1
174646,0
174647,1
174648,0
174649,0
174650,1
174651,1
174652,0
174653,0
174654,0
174655,0
174656,0
174657,0
174658,0
174659,1
174660,0
174661,1
174662,1
174663,0
174664,1
174665,0
174666,1
174667,0
174668,0
174669,0
174670,1
174671,0
174672,0
174673,1
174674,1
174675,1
174676,0
174677,1
174678,0
174679,0
174680,1
174681,0
174682,1
174683,0
174684,1
174685,1
174686,1
174687,1
174688,0
174689,0
174690,1
174691,1
174692,0
174693,0
174694,1
174695,0
174696,0
174697,1
174698,0
174699,1
174700,0
174701,1
174702,0
174703,0
174704,0
174705,0
174706,0
174707,1
174708,1
174709,0
174710,0
174711,1
174712,1
174713,0
174714,1
174715,0
174716,0
174717,0
174718,1
174719,0
174720,0
174721,0
174722,0
174723,0
174724,0
174725,1
174726,1
174727,0
174728,1
174729,0
174730,0
174731,1
174732,0
174733,0
174734,1
174735,0
174736,1
174737,1
174738,1
174739,0
174740,1
174741,1
174742,0
174743,1
174744,0
174745,1
174746,1
174747,1
174748,0
174749,0
174750,1
174751,0
174752,1
174753,0
174754,0
174755,1
174756,1
174757,1
174758,1
174759,1
174760,1
174761,1
174762,1
174763,1
174764,0
174765,1
174766,0
174767,1
174768,0
174769,1
174770,1
174771,1
174772,0
174773,0
174774,0
174775,1
174776,1
174777,1
174778,1
174779,0
174780,0
174781,0
174782,0
174783,1
174784,0
174785,0
174786,1
174787,1
174788,0
174789,1
174790,0
174791,0
174792,1
174793,1
174794,0
174795,1
174796,0
174797,1
174798,0
174799,1
174800,0
174801,1
174802,0
174803,0
174804,1
174805,0
174806,0
174807,1
174808,0
174809,1
174810,1
174811,1
174812,1
174813,0
174814,0
174815,0
174816,0
174817,0
174818,0
174819,1
174820,1
174821,1
174822,1
174823,0
174824,1
174825,1
174826,0
174827,0
174828,1
174829,1
174830,0
174831,1
174832,1
174833,0
174834,1
174835,1
174836,0
174837,0
174838,1
174839,0
174840,0
174841,0
174842,0
174843,1
174844,0
174845,1
174846,0
174847,0
174848,0
174849,1
174850,0
174851,0
174852,1
174853,0
174854,0
174855,1
174856,0
174857,0
174858,1
174859,0
174860,0
174861,1
174862,0
174863,0
174864,1
174865,0
174866,1
174867,0
174868,1
174869,1
174870,1
174871,1
174872,1
174873,1
174874,0
174875,1
174876,0
174877,1
174878,1
174879,1
174880,0
174881,0
174882,1
174883,1
174884,0
174885,0
174886,1
174887,1
174888,0
174889,0
174890,0
174891,1
174892,0
174893,1
174894,1
174895,0
174896,0
174897,0
174898,1
174899,0
174900,1
174901,0
174902,1
174903,0
174904,0
174905,0
174906,0
174907,0
174908,0
174909,0
174910,0
174911,1
174912,0
174913,0
174914,1
174915,0
174916,0
174917,0
174918,0
174919,1
174920,0
174921,1
174922,1
174923,0
174924,1
174925,0
174926,1
174927,1
174928,0
174929,0
174930,1
174931,0
174932,0
174933,1
174934,0
174935,0
174936,1
174937,1
174938,1
174939,0
174940,0
174941,1
174942,1
174943,0
174944,1
174945,0
174946,0
174947,0
174948,1
174949,1
174950,0
174951,0
174952,0
174953,1
174954,0
174955,0
174956,1
174957,0
174958,1
174959,1
174960,1
174961,0
174962,0
174963,1
174964,1
174965,0
174966,1
174967,0
174968,0
174969,0
174970,0
174971,1
174972,1
174973,0
174974,1
174975,0
174976,1
174977,0
174978,0
174979,1
174980,1
174981,0
174982,0
174983,0
174984,1
174985,1
174986,1
174987,1
174988,1
174989,1
174990,1
174991,0
174992,1
174993,1
174994,0
174995,1
174996,1
174997,1
174998,0
174999,0
175000,1
175001,1
175002,1
175003,0
175004,0
175005,1
175006,0
175007,0
175008,0
175009,0
175010,0
175011,1
175012,0
175013,0
175014,0
175015,1
175016,0
175017,1
175018,1
175019,1
175020,0
175021,0
175022,1
175023,0
175024,0
175025,1
175026,0
175027,1
175028,1
175029,1
175030,1
175031,1
175032,0
175033,0
175034,0
175035,1
175036,0
175037,0
175038,0
175039,0
175040,0
175041,0
175042,1
175043,1
175044,0
175045,1
175046,1
175047,1
175048,1
175049,0
175050,0
175051,0
175052,0
175053,1
175054,0
175055,0
175056,0
175057,0
175058,1
175059,0
175060,1
175061,0
175062,0
175063,1
175064,1
175065,0
175066,0
175067,0
175068,0
175069,1
175070,0
175071,1
175072,1
175073,1
175074,1
175075,1
175076,1
175077,0
175078,0
175079,1
175080,0
175081,0
175082,0
175083,1
175084,0
175085,0
175086,0
175087,0
175088,1
175089,1
175090,1
175091,0
175092,1
175093,1
175094,1
175095,0
175096,1
175097,1
175098,1
175099,0
175100,0
175101,1
175102,0
175103,1
175104,0
175105,0
175106,0
175107,0
175108,1
175109,0
175110,1
175111,1
175112,0
175113,0
175114,1
175115,0
175116,0
175117,0
175118,0
175119,1
175120,1
175121,0
175122,0
175123,1
175124,0
175125,0
175126,0
175127,0
175128,1
175129,1
175130,0
175131,0
175132,0
175133,0
175134,1
175135,0
175136,0
175137,0
175138,0
175139,0
175140,1
175141,1
175142,1
175143,1
175144,0
175145,1
175146,1
175147,1
175148,0
175149,1
175150,0
175151,0
175152,0
175153,1
175154,0
175155,0
175156,0
175157,0
175158,0
175159,0
175160,1
175161,0
175162,1
175163,1
175164,1
175165,0
175166,0
175167,1
175168,0
175169,0
175170,1
175171,0
175172,1
175173,1
175174,0
175175,1
175176,1
175177,0
175178,1
175179,0
175180,0
175181,0
175182,1
175183,0
175184,0
175185,1
175186,1
175187,0
175188,0
175189,0
175190,0
175191,1
175192,1
175193,1
175194,0
175195,0
175196,1
175197,1
175198,1
175199,0
175200,0
175201,1
175202,0
175203,0
175204,1
175205,1
175206,0
175207,1
175208,0
175209,1
175210,0
175211,1
175212,1
175213,1
175214,1
175215,0
175216,1
175217,0
175218,1
175219,0
175220,0
175221,0
175222,0
175223,0
175224,1
175225,0
175226,0
175227,0
175228,1
175229,1
175230,1
175231,1
175232,0
175233,1
175234,1
175235,0
175236,0
175237,1
175238,1
175239,1
175240,1
175241,0
175242,1
175243,0
175244,1
175245,1
175246,1
175247,0
175248,1
175249,0
175250,1
175251,1
175252,1
175253,1
175254,0
175255,1
175256,1
175257,1
175258,1
175259,1
175260,0
175261,0
175262,0
175263,0
175264,0
175265,1
175266,0
175267,0
175268,0
175269,1
175270,0
175271,1
175272,1
175273,0
175274,0
175275,0
175276,1
175277,1
175278,0
175279,1
175280,1
175281,0
175282,1
175283,1
175284,1
175285,0
175286,0
175287,1
175288,0
175289,0
175290,1
175291,1
175292,0
175293,0
175294,1
175295,1
175296,0
175297,1
175298,1
175299,1
175300,0
175301,0
175302,0
175303,0
175304,1
175305,1
175306,1
175307,1
175308,1
175309,1
175310,0
175311,0
175312,1
175313,0
175314,0
175315,1
175316,1
175317,0
175318,1
175319,0
175320,0
175321,0
175322,1
175323,1
175324,0
175325,0
175326,0
175327,1
175328,0
175329,1
175330,0
175331,1
175332,0
175333,0
175334,0
175335,1
175336,1
175337,0
175338,0
175339,0
175340,1
175341,1
175342,0
175343,0
175344,0
175345,1
175346,0
175347,1
175348,1
175349,0
175350,0
175351,0
175352,0
175353,1
175354,0
175355,1
175356,0
175357,1
175358,1
175359,0
175360,0
175361,0
175362,1
175363,1
175364,1
175365,0
175366,0
175367,1
175368,1
175369,0
175370,0
175371,0
175372,1
175373,0
175374,0
175375,0
175376,1
175377,0
175378,1
175379,0
175380,0
175381,0
175382,1
175383,0
175384,0
175385,0
175386,1
175387,1
175388,1
175389,1
175390,1
175391,1
175392,0
175393,1
175394,1
175395,1
175396,0
175397,1
175398,0
175399,1
175400,1
175401,0
175402,1
175403,0
175404,1
175405,0
175406,1
175407,0
175408,1
175409,0
175410,1
175411,1
175412,0
175413,1
175414,1
175415,0
175416,0
175417,0
175418,1
175419,0
175420,0
175421,1
175422,1
175423,1
175424,0
175425,1
175426,1
175427,1
175428,1
175429,0
175430,1
175431,0
175432,1
175433,0
175434,1
175435,1
175436,0
175437,0
175438,0
175439,1
175440,0
175441,1
175442,1
175443,0
175444,0
175445,1
175446,1
175447,1
175448,1
175449,0
175450,1
175451,1
175452,0
175453,1
175454,0
175455,1
175456,0
175457,0
175458,1
175459,0
175460,0
175461,1
175462,1
175463,0
175464,0
175465,0
175466,1
175467,0
175468,1
175469,0
175470,1
175471,1
175472,0
175473,0
175474,1
175475,1
175476,1
175477,0
175478,0
175479,1
175480,1
175481,1
175482,0
175483,1
175484,1
175485,1
175486,1
175487,0
175488,1
175489,0
175490,0
175491,1
175492,1
175493,1
175494,1
175495,1
175496,0
175497,0
175498,1
175499,1
175500,0
175501,1
175502,1
175503,1
175504,1
175505,1
175506,0
175507,0
175508,1
175509,0
175510,0
175511,0
175512,1
175513,1
175514,0
175515,0
175516,1
175517,1
175518,0
175519,0
175520,0
175521,0
175522,1
175523,1
175524,0
175525,1
175526,1
175527,0
175528,1
175529,0
175530,0
175531,0
175532,1
175533,1
175534,0
175535,0
175536,1
175537,1
175538,0
175539,0
175540,1
175541,1
175542,1
175543,0
175544,1
175545,0
175546,1
175547,1
175548,0
175549,1
175550,1
175551,0
175552,0
175553,0
175554,1
175555,1
175556,0
175557,1
175558,1
175559,0
175560,1
175561,0
175562,0
175563,1
175564,0
175565,1
175566,0
175567,0
175568,1
175569,0
175570,0
175571,0
175572,0
175573,0
175574,1
175575,0
175576,0
175577,0
175578,1
175579,0
175580,0
175581,1
175582,0
175583,0
175584,1
175585,1
175586,1
175587,1
175588,1
175589,1
175590,0
175591,0
175592,1
175593,1
175594,0
175595,0
175596,0
175597,0
175598,0
175599,1
175600,1
175601,1
175602,0
175603,0
175604,1
175605,0
175606,0
175607,1
175608,0
175609,1
175610,0
175611,1
175612,0
175613,0
175614,1
175615,1
175616,1
175617,1
175618,0
175619,1
175620,1
175621,1
175622,0
175623,1
175624,0
175625,1
175626,0
175627,1
175628,1
175629,0
175630,0
175631,1
175632,1
175633,1
175634,1
175635,1
175636,1
175637,0
175638,1
175639,0
175640,1
175641,1
175642,1
175643,0
175644,1
175645,0
175646,1
175647,0
